Embedding,Scene,Query,Seed,_val
GraphEmbedding,FloorPlan210,Ottoman,42,"[8, 8]"
GraphEmbedding,FloorPlan210,Painting,42,"[12, 12]"
GraphEmbedding,FloorPlan210,Pan,42,-1
GraphEmbedding,FloorPlan210,PaperTowel,42,-1
GraphEmbedding,FloorPlan210,Pen,42,-1
GraphEmbedding,FloorPlan210,Pencil,42,-1
GraphEmbedding,FloorPlan210,PepperShaker,42,-1
GraphEmbedding,FloorPlan210,Pillow,42,"[12, 13]"
GraphEmbedding,FloorPlan210,Plate,42,-1
GraphEmbedding,FloorPlan210,Plunger,42,-1
GraphEmbedding,FloorPlan210,Poster,42,-1
GraphEmbedding,FloorPlan210,Pot,42,-1
GraphEmbedding,FloorPlan210,Potato,42,-1
GraphEmbedding,FloorPlan210,RemoteControl,42,"[5, 9]"
GraphEmbedding,FloorPlan210,RoomDecor,42,-1
GraphEmbedding,FloorPlan210,Safe,42,-1
GraphEmbedding,FloorPlan210,SaltShaker,42,-1
GraphEmbedding,FloorPlan210,ScrubBrush,42,-1
GraphEmbedding,FloorPlan210,Shelf,42,-1
GraphEmbedding,FloorPlan210,ShowerCurtain,42,-1
GraphEmbedding,FloorPlan210,ShowerDoor,42,-1
GraphEmbedding,FloorPlan210,ShowerGlass,42,-1
GraphEmbedding,FloorPlan210,ShowerHead,42,-1
GraphEmbedding,FloorPlan210,SideTable,42,"[6, 10]"
GraphEmbedding,FloorPlan210,Sink,42,-1
GraphEmbedding,FloorPlan210,SinkBasin,42,-1
GraphEmbedding,FloorPlan210,SoapBar,42,-1
GraphEmbedding,FloorPlan210,SoapBottle,42,-1
GraphEmbedding,FloorPlan210,Sofa,42,"[8, 8]"
GraphEmbedding,FloorPlan210,Spatula,42,-1
GraphEmbedding,FloorPlan210,Spoon,42,-1
GraphEmbedding,FloorPlan210,SprayBottle,42,-1
GraphEmbedding,FloorPlan210,Statue,42,"[22, 79]"
GraphEmbedding,FloorPlan210,Stool,42,-1
GraphEmbedding,FloorPlan210,StoveBurner,42,-1
GraphEmbedding,FloorPlan210,StoveKnob,42,-1
GraphEmbedding,FloorPlan210,TableTopDecor,42,-1
GraphEmbedding,FloorPlan210,TeddyBear,42,-1
GraphEmbedding,FloorPlan210,Television,42,"[12, 12]"
GraphEmbedding,FloorPlan210,TennisRacket,42,-1
GraphEmbedding,FloorPlan210,TissueBox,42,-1
GraphEmbedding,FloorPlan210,Toaster,42,-1
GraphEmbedding,FloorPlan210,Toilet,42,-1
GraphEmbedding,FloorPlan210,ToiletPaper,42,-1
GraphEmbedding,FloorPlan210,ToiletPaperHanger,42,-1
GraphEmbedding,FloorPlan210,Tomato,42,-1
GraphEmbedding,FloorPlan210,Towel,42,-1
GraphEmbedding,FloorPlan210,TowelHolder,42,-1
GraphEmbedding,FloorPlan210,TVStand,42,-1
GraphEmbedding,FloorPlan210,Vase,42,-1
GraphEmbedding,FloorPlan210,Watch,42,"[9, 24]"
GraphEmbedding,FloorPlan210,WateringCan,42,"[14, 42]"
GraphEmbedding,FloorPlan210,Window,42,"[1, 2]"
GraphEmbedding,FloorPlan210,WineBottle,42,-1
GraphEmbedding,FloorPlan212,AlarmClock,42,-1
GraphEmbedding,FloorPlan212,Apple,42,-1
GraphEmbedding,FloorPlan212,ArmChair,42,"[9, 18]"
GraphEmbedding,FloorPlan212,BaseballBat,42,-1
GraphEmbedding,FloorPlan212,BasketBall,42,-1
GraphEmbedding,FloorPlan212,Bathtub,42,-1
GraphEmbedding,FloorPlan212,BathtubBasin,42,-1
GraphEmbedding,FloorPlan212,Bed,42,-1
GraphEmbedding,FloorPlan212,Blinds,42,-1
GraphEmbedding,FloorPlan212,Book,42,-1
GraphEmbedding,FloorPlan212,Boots,42,"[18, 27]"
GraphEmbedding,FloorPlan212,Bowl,42,-1
GraphEmbedding,FloorPlan212,Box,42,"[16, 15]"
GraphEmbedding,FloorPlan212,Bread,42,-1
GraphEmbedding,FloorPlan212,ButterKnife,42,-1
GraphEmbedding,FloorPlan212,Cabinet,42,-1
GraphEmbedding,FloorPlan212,Candle,42,-1
GraphEmbedding,FloorPlan212,Cart,42,-1
GraphEmbedding,FloorPlan212,CD,42,-1
GraphEmbedding,FloorPlan212,CellPhone,42,-1
GraphEmbedding,FloorPlan212,Chair,42,-1
GraphEmbedding,FloorPlan212,Cloth,42,-1
GraphEmbedding,FloorPlan212,CoffeeMachine,42,-1
GraphEmbedding,FloorPlan212,CoffeeTable,42,"[2, 2]"
GraphEmbedding,FloorPlan212,CounterTop,42,-1
GraphEmbedding,FloorPlan212,CreditCard,42,"[2, 3]"
GraphEmbedding,FloorPlan212,Cup,42,-1
GraphEmbedding,FloorPlan212,Curtains,42,-1
GraphEmbedding,FloorPlan212,Desk,42,-1
GraphEmbedding,FloorPlan212,DeskLamp,42,-1
GraphEmbedding,FloorPlan212,DiningTable,42,-1
GraphEmbedding,FloorPlan212,DishSponge,42,-1
GraphEmbedding,FloorPlan212,Drawer,42,"[11, 15]"
GraphEmbedding,FloorPlan212,Dresser,42,-1
GraphEmbedding,FloorPlan212,Egg,42,-1
GraphEmbedding,FloorPlan212,Faucet,42,-1
GraphEmbedding,FloorPlan212,FloorLamp,42,"[9, 9]"
GraphEmbedding,FloorPlan212,Footstool,42,-1
GraphEmbedding,FloorPlan212,Fork,42,-1
GraphEmbedding,FloorPlan212,Fridge,42,-1
GraphEmbedding,FloorPlan212,GarbageCan,42,"[8, 9]"
GraphEmbedding,FloorPlan212,HandTowel,42,-1
GraphEmbedding,FloorPlan212,HandTowelHolder,42,-1
GraphEmbedding,FloorPlan212,HousePlant,42,"[8, 9]"
GraphEmbedding,FloorPlan212,Kettle,42,-1
GraphEmbedding,FloorPlan212,KeyChain,42,"[8, 12]"
GraphEmbedding,FloorPlan212,Knife,42,-1
GraphEmbedding,FloorPlan212,Ladle,42,-1
GraphEmbedding,FloorPlan212,Lamp,42,-1
GraphEmbedding,FloorPlan212,Laptop,42,"[8, 9]"
GraphEmbedding,FloorPlan212,LaundryHamper,42,-1
GraphEmbedding,FloorPlan212,Lettuce,42,-1
GraphEmbedding,FloorPlan212,LightSwitch,42,-3
GraphEmbedding,FloorPlan212,Microwave,42,-1
GraphEmbedding,FloorPlan212,Mirror,42,-1
GraphEmbedding,FloorPlan212,Mug,42,-1
GraphEmbedding,FloorPlan212,Newspaper,42,"[8, 12]"
GraphEmbedding,FloorPlan212,Ottoman,42,-1
GraphEmbedding,FloorPlan212,Painting,42,"[10, 32]"
GraphEmbedding,FloorPlan212,Pan,42,-1
GraphEmbedding,FloorPlan212,PaperTowel,42,-1
GraphEmbedding,FloorPlan212,Pen,42,"[9, 12]"
GraphEmbedding,FloorPlan212,Pencil,42,"[10, 13]"
GraphEmbedding,FloorPlan212,PepperShaker,42,-1
GraphEmbedding,FloorPlan212,Pillow,42,"[4, 4]"
GraphEmbedding,FloorPlan212,Plate,42,-1
GraphEmbedding,FloorPlan212,Plunger,42,-1
GraphEmbedding,FloorPlan212,Poster,42,-1
GraphEmbedding,FloorPlan212,Pot,42,-1
GraphEmbedding,FloorPlan212,Potato,42,-1
GraphEmbedding,FloorPlan212,RemoteControl,42,"[3, 4]"
GraphEmbedding,FloorPlan212,RoomDecor,42,-1
GraphEmbedding,FloorPlan212,Safe,42,-1
GraphEmbedding,FloorPlan212,SaltShaker,42,-1
GraphEmbedding,FloorPlan212,ScrubBrush,42,-1
GraphEmbedding,FloorPlan212,Shelf,42,"[9, 9]"
GraphEmbedding,FloorPlan212,ShowerCurtain,42,-1
GraphEmbedding,FloorPlan212,ShowerDoor,42,-1
GraphEmbedding,FloorPlan212,ShowerGlass,42,-1
GraphEmbedding,FloorPlan212,ShowerHead,42,-1
GraphEmbedding,FloorPlan212,SideTable,42,"[8, 8]"
GraphEmbedding,FloorPlan212,Sink,42,-1
GraphEmbedding,FloorPlan212,SinkBasin,42,-1
GraphEmbedding,FloorPlan212,SoapBar,42,-1
GraphEmbedding,FloorPlan212,SoapBottle,42,-1
GraphEmbedding,FloorPlan212,Sofa,42,"[3, 3]"
GraphEmbedding,FloorPlan212,Spatula,42,-1
GraphEmbedding,FloorPlan212,Spoon,42,-1
GraphEmbedding,FloorPlan212,SprayBottle,42,-1
GraphEmbedding,FloorPlan212,Statue,42,"[9, 10]"
GraphEmbedding,FloorPlan212,Stool,42,-1
GraphEmbedding,FloorPlan212,StoveBurner,42,-1
GraphEmbedding,FloorPlan212,StoveKnob,42,-1
GraphEmbedding,FloorPlan212,TableTopDecor,42,-1
GraphEmbedding,FloorPlan212,TeddyBear,42,-1
GraphEmbedding,FloorPlan212,Television,42,"[10, 10]"
GraphEmbedding,FloorPlan212,TennisRacket,42,-1
GraphEmbedding,FloorPlan212,TissueBox,42,"[11, 16]"
GraphEmbedding,FloorPlan212,Toaster,42,-1
GraphEmbedding,FloorPlan212,Toilet,42,-1
GraphEmbedding,FloorPlan212,ToiletPaper,42,-1
GraphEmbedding,FloorPlan212,ToiletPaperHanger,42,-1
GraphEmbedding,FloorPlan212,Tomato,42,-1
GraphEmbedding,FloorPlan212,Towel,42,-1
GraphEmbedding,FloorPlan212,TowelHolder,42,-1
GraphEmbedding,FloorPlan212,TVStand,42,"[2, 2]"
GraphEmbedding,FloorPlan212,Vase,42,-1
GraphEmbedding,FloorPlan212,Watch,42,-1
GraphEmbedding,FloorPlan212,WateringCan,42,"[4, 8]"
GraphEmbedding,FloorPlan212,Window,42,"[10, 20]"
GraphEmbedding,FloorPlan212,WineBottle,42,-1
GraphEmbedding,FloorPlan213,AlarmClock,42,-1
GraphEmbedding,FloorPlan213,Apple,42,-1
GraphEmbedding,FloorPlan213,ArmChair,42,"[6, 12]"
GraphEmbedding,FloorPlan213,BaseballBat,42,-1
GraphEmbedding,FloorPlan213,BasketBall,42,-1
GraphEmbedding,FloorPlan213,Bathtub,42,-1
GraphEmbedding,FloorPlan213,BathtubBasin,42,-1
GraphEmbedding,FloorPlan213,Bed,42,-1
GraphEmbedding,FloorPlan213,Blinds,42,-1
GraphEmbedding,FloorPlan213,Book,42,"[8, 11]"
GraphEmbedding,FloorPlan213,Boots,42,-1
GraphEmbedding,FloorPlan213,Bowl,42,-1
GraphEmbedding,FloorPlan213,Box,42,"[9, 9]"
GraphEmbedding,FloorPlan213,Bread,42,-1
GraphEmbedding,FloorPlan213,ButterKnife,42,-1
GraphEmbedding,FloorPlan213,Cabinet,42,-1
GraphEmbedding,FloorPlan213,Candle,42,-1
GraphEmbedding,FloorPlan213,Cart,42,-1
GraphEmbedding,FloorPlan213,CD,42,-1
GraphEmbedding,FloorPlan213,CellPhone,42,-1
GraphEmbedding,FloorPlan213,Chair,42,"[11, 11]"
GraphEmbedding,FloorPlan213,Cloth,42,-1
GraphEmbedding,FloorPlan213,CoffeeMachine,42,-1
GraphEmbedding,FloorPlan213,CoffeeTable,42,"[4, 4]"
GraphEmbedding,FloorPlan213,CounterTop,42,-1
GraphEmbedding,FloorPlan213,CreditCard,42,"[13, 15]"
GraphEmbedding,FloorPlan213,Cup,42,-1
GraphEmbedding,FloorPlan213,Curtains,42,-1
GraphEmbedding,FloorPlan213,Desk,42,-1
GraphEmbedding,FloorPlan213,DeskLamp,42,-1
GraphEmbedding,FloorPlan213,DiningTable,42,-1
GraphEmbedding,FloorPlan213,DishSponge,42,-1
GraphEmbedding,FloorPlan213,Drawer,42,"[15, 33]"
GraphEmbedding,FloorPlan213,Dresser,42,"[9, 9]"
GraphEmbedding,FloorPlan213,Egg,42,-1
GraphEmbedding,FloorPlan213,Faucet,42,-1
GraphEmbedding,FloorPlan213,FloorLamp,42,"[23, 24]"
GraphEmbedding,FloorPlan213,Footstool,42,-1
GraphEmbedding,FloorPlan213,Fork,42,-1
GraphEmbedding,FloorPlan213,Fridge,42,-1
GraphEmbedding,FloorPlan213,GarbageCan,42,"[20, 104]"
GraphEmbedding,FloorPlan213,HandTowel,42,-1
GraphEmbedding,FloorPlan213,HandTowelHolder,42,-1
GraphEmbedding,FloorPlan213,HousePlant,42,"[6, 6]"
GraphEmbedding,FloorPlan213,Kettle,42,-1
GraphEmbedding,FloorPlan213,KeyChain,42,"[17, 59]"
GraphEmbedding,FloorPlan213,Knife,42,-1
GraphEmbedding,FloorPlan213,Ladle,42,-1
GraphEmbedding,FloorPlan213,Lamp,42,-1
GraphEmbedding,FloorPlan213,Laptop,42,"[8, 8]"
GraphEmbedding,FloorPlan213,LaundryHamper,42,-1
GraphEmbedding,FloorPlan213,Lettuce,42,-1
GraphEmbedding,FloorPlan213,LightSwitch,42,"[12, 16]"
GraphEmbedding,FloorPlan213,Microwave,42,-1
GraphEmbedding,FloorPlan213,Mirror,42,-1
GraphEmbedding,FloorPlan213,Mug,42,-1
GraphEmbedding,FloorPlan213,Newspaper,42,-1
GraphEmbedding,FloorPlan213,Ottoman,42,-1
GraphEmbedding,FloorPlan213,Painting,42,"[4, 4]"
GraphEmbedding,FloorPlan213,Pan,42,-1
GraphEmbedding,FloorPlan213,PaperTowel,42,-1
GraphEmbedding,FloorPlan213,Pen,42,-1
GraphEmbedding,FloorPlan213,Pencil,42,-1
GraphEmbedding,FloorPlan213,PepperShaker,42,-1
GraphEmbedding,FloorPlan213,Pillow,42,"[7, 7]"
GraphEmbedding,FloorPlan213,Plate,42,-1
GraphEmbedding,FloorPlan213,Plunger,42,-1
GraphEmbedding,FloorPlan213,Poster,42,-1
GraphEmbedding,FloorPlan213,Pot,42,-1
GraphEmbedding,FloorPlan213,Potato,42,-1
GraphEmbedding,FloorPlan213,RemoteControl,42,"[12, 63]"
GraphEmbedding,FloorPlan213,RoomDecor,42,-1
GraphEmbedding,FloorPlan213,Safe,42,-1
GraphEmbedding,FloorPlan213,SaltShaker,42,-1
GraphEmbedding,FloorPlan213,ScrubBrush,42,-1
GraphEmbedding,FloorPlan213,Shelf,42,"[9, 9]"
GraphEmbedding,FloorPlan213,ShowerCurtain,42,-1
GraphEmbedding,FloorPlan213,ShowerDoor,42,-1
GraphEmbedding,FloorPlan213,ShowerGlass,42,-1
GraphEmbedding,FloorPlan213,ShowerHead,42,-1
GraphEmbedding,FloorPlan213,SideTable,42,"[1, 2]"
GraphEmbedding,FloorPlan213,Sink,42,-1
GraphEmbedding,FloorPlan213,SinkBasin,42,-1
GraphEmbedding,FloorPlan213,SoapBar,42,-1
GraphEmbedding,FloorPlan213,SoapBottle,42,-1
GraphEmbedding,FloorPlan213,Sofa,42,"[14, 14]"
GraphEmbedding,FloorPlan213,Spatula,42,-1
GraphEmbedding,FloorPlan213,Spoon,42,-1
GraphEmbedding,FloorPlan213,SprayBottle,42,-1
GraphEmbedding,FloorPlan213,Statue,42,"[8, 11]"
GraphEmbedding,FloorPlan213,Stool,42,-1
GraphEmbedding,FloorPlan213,StoveBurner,42,-1
GraphEmbedding,FloorPlan213,StoveKnob,42,-1
GraphEmbedding,FloorPlan213,TableTopDecor,42,-1
GraphEmbedding,FloorPlan213,TeddyBear,42,-1
GraphEmbedding,FloorPlan213,Television,42,"[5, 5]"
GraphEmbedding,FloorPlan213,TennisRacket,42,-1
GraphEmbedding,FloorPlan213,TissueBox,42,-1
GraphEmbedding,FloorPlan213,Toaster,42,-1
GraphEmbedding,FloorPlan213,Toilet,42,-1
GraphEmbedding,FloorPlan213,ToiletPaper,42,-1
GraphEmbedding,FloorPlan213,ToiletPaperHanger,42,-1
GraphEmbedding,FloorPlan213,Tomato,42,-1
GraphEmbedding,FloorPlan213,Towel,42,-1
GraphEmbedding,FloorPlan213,TowelHolder,42,-1
GraphEmbedding,FloorPlan213,TVStand,42,-1
GraphEmbedding,FloorPlan213,Vase,42,-1
GraphEmbedding,FloorPlan213,Watch,42,"[8, 44]"
GraphEmbedding,FloorPlan213,WateringCan,42,-1
GraphEmbedding,FloorPlan213,Window,42,"[4, 8]"
GraphEmbedding,FloorPlan213,WineBottle,42,-1
GraphEmbedding,FloorPlan214,AlarmClock,42,-1
GraphEmbedding,FloorPlan214,Apple,42,-1
GraphEmbedding,FloorPlan214,ArmChair,42,"[9, 9]"
GraphEmbedding,FloorPlan214,BaseballBat,42,-1
GraphEmbedding,FloorPlan214,BasketBall,42,-1
GraphEmbedding,FloorPlan214,Bathtub,42,-1
GraphEmbedding,FloorPlan214,BathtubBasin,42,-1
GraphEmbedding,FloorPlan214,Bed,42,-1
GraphEmbedding,FloorPlan214,Blinds,42,-1
GraphEmbedding,FloorPlan214,Book,42,-1
GraphEmbedding,FloorPlan214,Boots,42,-1
GraphEmbedding,FloorPlan214,Bowl,42,"[16, 21]"
GraphEmbedding,FloorPlan214,Box,42,"[10, 53]"
GraphEmbedding,FloorPlan214,Bread,42,-1
GraphEmbedding,FloorPlan214,ButterKnife,42,-1
GraphEmbedding,FloorPlan214,Cabinet,42,-1
GraphEmbedding,FloorPlan214,Candle,42,-1
GraphEmbedding,FloorPlan214,Cart,42,-1
GraphEmbedding,FloorPlan214,CD,42,-1
GraphEmbedding,FloorPlan214,CellPhone,42,-1
GraphEmbedding,FloorPlan214,Chair,42,-1
GraphEmbedding,FloorPlan214,Cloth,42,-1
GraphEmbedding,FloorPlan214,CoffeeMachine,42,-1
GraphEmbedding,FloorPlan214,CoffeeTable,42,"[10, 10]"
GraphEmbedding,FloorPlan214,CounterTop,42,-1
GraphEmbedding,FloorPlan214,CreditCard,42,"[11, 15]"
GraphEmbedding,FloorPlan214,Cup,42,-1
GraphEmbedding,FloorPlan214,Curtains,42,"[19, 19]"
GraphEmbedding,FloorPlan214,Desk,42,-1
GraphEmbedding,FloorPlan214,DeskLamp,42,"[21, 30]"
GraphEmbedding,FloorPlan214,DiningTable,42,-1
GraphEmbedding,FloorPlan214,DishSponge,42,-1
GraphEmbedding,FloorPlan214,Drawer,42,-1
GraphEmbedding,FloorPlan214,Dresser,42,-1
GraphEmbedding,FloorPlan214,Egg,42,-1
GraphEmbedding,FloorPlan214,Faucet,42,-1
GraphEmbedding,FloorPlan214,FloorLamp,42,"[7, 7]"
GraphEmbedding,FloorPlan214,Footstool,42,-1
GraphEmbedding,FloorPlan214,Fork,42,-1
GraphEmbedding,FloorPlan214,Fridge,42,-1
GraphEmbedding,FloorPlan214,GarbageCan,42,"[5, 5]"
GraphEmbedding,FloorPlan214,HandTowel,42,-1
GraphEmbedding,FloorPlan214,HandTowelHolder,42,-1
GraphEmbedding,FloorPlan214,HousePlant,42,"[11, 11]"
GraphEmbedding,FloorPlan214,Kettle,42,-1
GraphEmbedding,FloorPlan214,KeyChain,42,"[7, 11]"
GraphEmbedding,FloorPlan214,Knife,42,-1
GraphEmbedding,FloorPlan214,Ladle,42,-1
GraphEmbedding,FloorPlan214,Lamp,42,-1
GraphEmbedding,FloorPlan214,Laptop,42,"[13, 18]"
GraphEmbedding,FloorPlan214,LaundryHamper,42,-1
GraphEmbedding,FloorPlan214,Lettuce,42,-1
GraphEmbedding,FloorPlan214,LightSwitch,42,"[16, 72]"
GraphEmbedding,FloorPlan214,Microwave,42,-1
GraphEmbedding,FloorPlan214,Mirror,42,-1
GraphEmbedding,FloorPlan214,Mug,42,-1
GraphEmbedding,FloorPlan214,Newspaper,42,"[8, 11]"
GraphEmbedding,FloorPlan214,Ottoman,42,-1
GraphEmbedding,FloorPlan214,Painting,42,"[10, 10]"
GraphEmbedding,FloorPlan214,Pan,42,-1
GraphEmbedding,FloorPlan214,PaperTowel,42,-1
GraphEmbedding,FloorPlan214,Pen,42,-1
GraphEmbedding,FloorPlan214,Pencil,42,-1
GraphEmbedding,FloorPlan214,PepperShaker,42,-1
GraphEmbedding,FloorPlan214,Pillow,42,"[14, 33]"
GraphEmbedding,FloorPlan214,Plate,42,"[7, 9]"
GraphEmbedding,FloorPlan214,Plunger,42,-1
GraphEmbedding,FloorPlan214,Poster,42,-1
GraphEmbedding,FloorPlan214,Pot,42,-1
GraphEmbedding,FloorPlan214,Potato,42,-1
GraphEmbedding,FloorPlan214,RemoteControl,42,"[12, 31]"
GraphEmbedding,FloorPlan214,RoomDecor,42,-1
GraphEmbedding,FloorPlan214,Safe,42,-1
GraphEmbedding,FloorPlan214,SaltShaker,42,-1
GraphEmbedding,FloorPlan214,ScrubBrush,42,-1
GraphEmbedding,FloorPlan214,Shelf,42,"[14, 14]"
GraphEmbedding,FloorPlan214,ShowerCurtain,42,-1
GraphEmbedding,FloorPlan214,ShowerDoor,42,-1
GraphEmbedding,FloorPlan214,ShowerGlass,42,-1
GraphEmbedding,FloorPlan214,ShowerHead,42,-1
GraphEmbedding,FloorPlan214,SideTable,42,-3
GraphEmbedding,FloorPlan214,Sink,42,-1
GraphEmbedding,FloorPlan214,SinkBasin,42,-1
GraphEmbedding,FloorPlan214,SoapBar,42,-1
GraphEmbedding,FloorPlan214,SoapBottle,42,-1
GraphEmbedding,FloorPlan214,Sofa,42,"[6, 12]"
GraphEmbedding,FloorPlan214,Spatula,42,-1
GraphEmbedding,FloorPlan214,Spoon,42,-1
GraphEmbedding,FloorPlan214,SprayBottle,42,-1
GraphEmbedding,FloorPlan214,Statue,42,"[14, 59]"
GraphEmbedding,FloorPlan214,Stool,42,-1
GraphEmbedding,FloorPlan214,StoveBurner,42,-1
GraphEmbedding,FloorPlan214,StoveKnob,42,-1
GraphEmbedding,FloorPlan214,TableTopDecor,42,-1
GraphEmbedding,FloorPlan214,TeddyBear,42,-1
GraphEmbedding,FloorPlan214,Television,42,"[3, 3]"
GraphEmbedding,FloorPlan214,TennisRacket,42,-1
GraphEmbedding,FloorPlan214,TissueBox,42,-1
GraphEmbedding,FloorPlan214,Toaster,42,-1
GraphEmbedding,FloorPlan214,Toilet,42,-1
GraphEmbedding,FloorPlan214,ToiletPaper,42,-1
GraphEmbedding,FloorPlan214,ToiletPaperHanger,42,-1
GraphEmbedding,FloorPlan214,Tomato,42,-1
GraphEmbedding,FloorPlan214,Towel,42,-1
GraphEmbedding,FloorPlan214,TowelHolder,42,-1
GraphEmbedding,FloorPlan214,TVStand,42,-1
GraphEmbedding,FloorPlan214,Vase,42,"[5, 9]"
GraphEmbedding,FloorPlan214,Watch,42,-1
GraphEmbedding,FloorPlan214,WateringCan,42,"[3, 5]"
GraphEmbedding,FloorPlan214,Window,42,"[18, 61]"
GraphEmbedding,FloorPlan214,WineBottle,42,-1
GraphEmbedding,FloorPlan215,AlarmClock,42,-1
GraphEmbedding,FloorPlan215,Apple,42,-1
GraphEmbedding,FloorPlan215,ArmChair,42,-1
GraphEmbedding,FloorPlan215,BaseballBat,42,-1
GraphEmbedding,FloorPlan215,BasketBall,42,-1
GraphEmbedding,FloorPlan215,Bathtub,42,-1
GraphEmbedding,FloorPlan215,BathtubBasin,42,-1
GraphEmbedding,FloorPlan215,Bed,42,-1
GraphEmbedding,FloorPlan215,Blinds,42,-1
GraphEmbedding,FloorPlan215,Book,42,-1
GraphEmbedding,FloorPlan215,Boots,42,-1
GraphEmbedding,FloorPlan215,Bowl,42,"[8, 11]"
GraphEmbedding,FloorPlan215,Box,42,"[13, 59]"
GraphEmbedding,FloorPlan215,Bread,42,-1
GraphEmbedding,FloorPlan215,ButterKnife,42,-1
GraphEmbedding,FloorPlan215,Cabinet,42,-1
GraphEmbedding,FloorPlan215,Candle,42,-1
GraphEmbedding,FloorPlan215,Cart,42,-1
GraphEmbedding,FloorPlan215,CD,42,-1
GraphEmbedding,FloorPlan215,CellPhone,42,-1
GraphEmbedding,FloorPlan215,Chair,42,"[12, 24]"
GraphEmbedding,FloorPlan215,Cloth,42,-1
GraphEmbedding,FloorPlan215,CoffeeMachine,42,-1
GraphEmbedding,FloorPlan215,CoffeeTable,42,"[10, 20]"
GraphEmbedding,FloorPlan215,CounterTop,42,-1
GraphEmbedding,FloorPlan215,CreditCard,42,"[5, 7]"
GraphEmbedding,FloorPlan215,Cup,42,-1
GraphEmbedding,FloorPlan215,Curtains,42,-1
GraphEmbedding,FloorPlan215,Desk,42,-1
GraphEmbedding,FloorPlan215,DeskLamp,42,"[10, 20]"
GraphEmbedding,FloorPlan215,DiningTable,42,-1
GraphEmbedding,FloorPlan215,DishSponge,42,-1
GraphEmbedding,FloorPlan215,Drawer,42,-1
GraphEmbedding,FloorPlan215,Dresser,42,-1
GraphEmbedding,FloorPlan215,Egg,42,-1
GraphEmbedding,FloorPlan215,Faucet,42,-1
GraphEmbedding,FloorPlan215,FloorLamp,42,"[13, 37]"
GraphEmbedding,FloorPlan215,Footstool,42,-1
GraphEmbedding,FloorPlan215,Fork,42,-1
GraphEmbedding,FloorPlan215,Fridge,42,-1
GraphEmbedding,FloorPlan215,GarbageCan,42,"[9, 10]"
GraphEmbedding,FloorPlan215,HandTowel,42,-1
GraphEmbedding,FloorPlan215,HandTowelHolder,42,-1
GraphEmbedding,FloorPlan215,HousePlant,42,"[9, 12]"
GraphEmbedding,FloorPlan215,Kettle,42,-1
GraphEmbedding,FloorPlan215,KeyChain,42,"[17, 18]"
GraphEmbedding,FloorPlan215,Knife,42,-1
GraphEmbedding,FloorPlan215,Ladle,42,-1
GraphEmbedding,FloorPlan215,Lamp,42,-1
GraphEmbedding,FloorPlan215,Laptop,42,"[6, 9]"
GraphEmbedding,FloorPlan215,LaundryHamper,42,-1
GraphEmbedding,FloorPlan215,Lettuce,42,-1
GraphEmbedding,FloorPlan215,LightSwitch,42,"[14, 31]"
GraphEmbedding,FloorPlan215,Microwave,42,-1
GraphEmbedding,FloorPlan215,Mirror,42,"[7, 7]"
GraphEmbedding,FloorPlan215,Mug,42,-1
GraphEmbedding,FloorPlan215,Newspaper,42,-3
GraphEmbedding,FloorPlan215,Ottoman,42,-1
GraphEmbedding,FloorPlan215,Painting,42,"[18, 18]"
GraphEmbedding,FloorPlan215,Pan,42,-1
GraphEmbedding,FloorPlan215,PaperTowel,42,-1
GraphEmbedding,FloorPlan215,Pen,42,-1
GraphEmbedding,FloorPlan215,Pencil,42,-1
GraphEmbedding,FloorPlan215,PepperShaker,42,-1
GraphEmbedding,FloorPlan215,Pillow,42,"[21, 25]"
GraphEmbedding,FloorPlan215,Plate,42,-1
GraphEmbedding,FloorPlan215,Plunger,42,-1
GraphEmbedding,FloorPlan215,Poster,42,-1
GraphEmbedding,FloorPlan215,Pot,42,-1
GraphEmbedding,FloorPlan215,Potato,42,-1
GraphEmbedding,FloorPlan215,RemoteControl,42,"[4, 5]"
GraphEmbedding,FloorPlan215,RoomDecor,42,-1
GraphEmbedding,FloorPlan215,Safe,42,-1
GraphEmbedding,FloorPlan215,SaltShaker,42,-1
GraphEmbedding,FloorPlan215,ScrubBrush,42,-1
GraphEmbedding,FloorPlan215,Shelf,42,"[8, 8]"
GraphEmbedding,FloorPlan215,ShowerCurtain,42,-1
GraphEmbedding,FloorPlan215,ShowerDoor,42,-1
GraphEmbedding,FloorPlan215,ShowerGlass,42,-1
GraphEmbedding,FloorPlan215,ShowerHead,42,-1
GraphEmbedding,FloorPlan215,SideTable,42,"[8, 16]"
GraphEmbedding,FloorPlan215,Sink,42,-1
GraphEmbedding,FloorPlan215,SinkBasin,42,-1
GraphEmbedding,FloorPlan215,SoapBar,42,-1
GraphEmbedding,FloorPlan215,SoapBottle,42,-1
GraphEmbedding,FloorPlan215,Sofa,42,"[2, 2]"
GraphEmbedding,FloorPlan215,Spatula,42,-1
GraphEmbedding,FloorPlan215,Spoon,42,-1
GraphEmbedding,FloorPlan215,SprayBottle,42,-1
GraphEmbedding,FloorPlan215,Statue,42,"[12, 45]"
GraphEmbedding,FloorPlan215,Stool,42,-1
GraphEmbedding,FloorPlan215,StoveBurner,42,-1
GraphEmbedding,FloorPlan215,StoveKnob,42,-1
GraphEmbedding,FloorPlan215,TableTopDecor,42,-1
GraphEmbedding,FloorPlan215,TeddyBear,42,-1
GraphEmbedding,FloorPlan215,Television,42,"[16, 27]"
