Embedding,Scene,Query,Seed,_val
RobocseEmbedding,FloorPlan229,Shelf,42,-1
RobocseEmbedding,FloorPlan229,ShowerCurtain,42,-1
RobocseEmbedding,FloorPlan229,ShowerDoor,42,-1
RobocseEmbedding,FloorPlan229,ShowerGlass,42,-1
RobocseEmbedding,FloorPlan229,ShowerHead,42,-1
RobocseEmbedding,FloorPlan229,SideTable,42,"[7, 7]"
RobocseEmbedding,FloorPlan229,Sink,42,-1
RobocseEmbedding,FloorPlan229,SinkBasin,42,-1
RobocseEmbedding,FloorPlan229,SoapBar,42,-1
RobocseEmbedding,FloorPlan229,SoapBottle,42,-1
RobocseEmbedding,FloorPlan229,Sofa,42,"[7, 7]"
RobocseEmbedding,FloorPlan229,Spatula,42,-1
RobocseEmbedding,FloorPlan229,Spoon,42,-1
RobocseEmbedding,FloorPlan229,SprayBottle,42,-1
RobocseEmbedding,FloorPlan229,Statue,42,"[6, 9]"
RobocseEmbedding,FloorPlan229,Stool,42,-1
RobocseEmbedding,FloorPlan229,StoveBurner,42,-1
RobocseEmbedding,FloorPlan229,StoveKnob,42,-1
RobocseEmbedding,FloorPlan229,TableTopDecor,42,-1
RobocseEmbedding,FloorPlan229,TeddyBear,42,-1
RobocseEmbedding,FloorPlan229,Television,42,"[12, 32]"
RobocseEmbedding,FloorPlan229,TennisRacket,42,-1
RobocseEmbedding,FloorPlan229,TissueBox,42,"[15, 91]"
RobocseEmbedding,FloorPlan229,Toaster,42,-1
RobocseEmbedding,FloorPlan229,Toilet,42,-1
RobocseEmbedding,FloorPlan229,ToiletPaper,42,-1
RobocseEmbedding,FloorPlan229,ToiletPaperHanger,42,-1
RobocseEmbedding,FloorPlan229,Tomato,42,-1
RobocseEmbedding,FloorPlan229,Towel,42,-1
RobocseEmbedding,FloorPlan229,TowelHolder,42,-1
RobocseEmbedding,FloorPlan229,TVStand,42,-1
RobocseEmbedding,FloorPlan229,Vase,42,-1
RobocseEmbedding,FloorPlan229,Watch,42,-1
RobocseEmbedding,FloorPlan229,WateringCan,42,"[21, 73]"
RobocseEmbedding,FloorPlan229,Window,42,-3
RobocseEmbedding,FloorPlan229,WineBottle,42,-1
RobocseEmbedding,FloorPlan230,AlarmClock,42,-1
RobocseEmbedding,FloorPlan230,Apple,42,-1
RobocseEmbedding,FloorPlan230,ArmChair,42,"[9, 18]"
RobocseEmbedding,FloorPlan230,BaseballBat,42,-1
RobocseEmbedding,FloorPlan230,BasketBall,42,-1
RobocseEmbedding,FloorPlan230,Bathtub,42,-1
RobocseEmbedding,FloorPlan230,BathtubBasin,42,-1
RobocseEmbedding,FloorPlan230,Bed,42,-1
RobocseEmbedding,FloorPlan230,Blinds,42,-1
RobocseEmbedding,FloorPlan230,Book,42,-1
RobocseEmbedding,FloorPlan230,Boots,42,-3
RobocseEmbedding,FloorPlan230,Bowl,42,-1
RobocseEmbedding,FloorPlan230,Box,42,"[12, 12]"
RobocseEmbedding,FloorPlan230,Bread,42,-1
RobocseEmbedding,FloorPlan230,ButterKnife,42,-1
RobocseEmbedding,FloorPlan230,Cabinet,42,-1
RobocseEmbedding,FloorPlan230,Candle,42,"[15, 21]"
RobocseEmbedding,FloorPlan230,Cart,42,-1
RobocseEmbedding,FloorPlan230,CD,42,-1
RobocseEmbedding,FloorPlan230,CellPhone,42,-1
RobocseEmbedding,FloorPlan230,Chair,42,"[2, 6]"
RobocseEmbedding,FloorPlan230,Cloth,42,-1
RobocseEmbedding,FloorPlan230,CoffeeMachine,42,-1
RobocseEmbedding,FloorPlan230,CoffeeTable,42,"[34, 44]"
RobocseEmbedding,FloorPlan230,CounterTop,42,-1
RobocseEmbedding,FloorPlan230,CreditCard,42,"[4, 5]"
RobocseEmbedding,FloorPlan230,Cup,42,-1
RobocseEmbedding,FloorPlan230,Curtains,42,-1
RobocseEmbedding,FloorPlan230,Desk,42,-1
RobocseEmbedding,FloorPlan230,DeskLamp,42,"[13, 20]"
RobocseEmbedding,FloorPlan230,DiningTable,42,"[13, 13]"
RobocseEmbedding,FloorPlan230,DishSponge,42,-1
RobocseEmbedding,FloorPlan230,Drawer,42,-1
RobocseEmbedding,FloorPlan230,Dresser,42,-1
RobocseEmbedding,FloorPlan230,Egg,42,-1
RobocseEmbedding,FloorPlan230,Faucet,42,-1
RobocseEmbedding,FloorPlan230,FloorLamp,42,-3
RobocseEmbedding,FloorPlan230,Footstool,42,-1
RobocseEmbedding,FloorPlan230,Fork,42,-1
RobocseEmbedding,FloorPlan230,Fridge,42,-1
RobocseEmbedding,FloorPlan230,GarbageCan,42,-3
RobocseEmbedding,FloorPlan230,HandTowel,42,-1
RobocseEmbedding,FloorPlan230,HandTowelHolder,42,-1
RobocseEmbedding,FloorPlan230,HousePlant,42,-3
RobocseEmbedding,FloorPlan230,Kettle,42,-1
RobocseEmbedding,FloorPlan230,KeyChain,42,"[8, 9]"
RobocseEmbedding,FloorPlan230,Knife,42,-1
RobocseEmbedding,FloorPlan230,Ladle,42,-1
RobocseEmbedding,FloorPlan230,Lamp,42,-1
RobocseEmbedding,FloorPlan230,Laptop,42,-3
RobocseEmbedding,FloorPlan230,LaundryHamper,42,-1
RobocseEmbedding,FloorPlan230,Lettuce,42,-1
RobocseEmbedding,FloorPlan230,LightSwitch,42,"[18, 30]"
RobocseEmbedding,FloorPlan230,Microwave,42,-1
RobocseEmbedding,FloorPlan230,Mirror,42,"[17, 20]"
RobocseEmbedding,FloorPlan230,Mug,42,-1
RobocseEmbedding,FloorPlan230,Newspaper,42,"[2, 5]"
RobocseEmbedding,FloorPlan230,Ottoman,42,-1
RobocseEmbedding,FloorPlan230,Painting,42,"[15, 15]"
RobocseEmbedding,FloorPlan230,Pan,42,-1
RobocseEmbedding,FloorPlan230,PaperTowel,42,-1
RobocseEmbedding,FloorPlan230,Pen,42,-1
RobocseEmbedding,FloorPlan230,Pencil,42,-1
RobocseEmbedding,FloorPlan230,PepperShaker,42,-1
RobocseEmbedding,FloorPlan230,Pillow,42,"[18, 27]"
RobocseEmbedding,FloorPlan230,Plate,42,"[13, 13]"
RobocseEmbedding,FloorPlan230,Plunger,42,-1
RobocseEmbedding,FloorPlan230,Poster,42,-1
RobocseEmbedding,FloorPlan230,Pot,42,-1
RobocseEmbedding,FloorPlan230,Potato,42,-1
RobocseEmbedding,FloorPlan230,RemoteControl,42,-3
RobocseEmbedding,FloorPlan230,RoomDecor,42,"[5, 15]"
RobocseEmbedding,FloorPlan230,Safe,42,-1
RobocseEmbedding,FloorPlan230,SaltShaker,42,-1
RobocseEmbedding,FloorPlan230,ScrubBrush,42,-1
RobocseEmbedding,FloorPlan230,Shelf,42,-1
RobocseEmbedding,FloorPlan230,ShowerCurtain,42,-1
RobocseEmbedding,FloorPlan230,ShowerDoor,42,-1
RobocseEmbedding,FloorPlan230,ShowerGlass,42,-1
RobocseEmbedding,FloorPlan230,ShowerHead,42,-1
RobocseEmbedding,FloorPlan230,SideTable,42,"[16, 16]"
RobocseEmbedding,FloorPlan230,Sink,42,-1
RobocseEmbedding,FloorPlan230,SinkBasin,42,-1
RobocseEmbedding,FloorPlan230,SoapBar,42,-1
RobocseEmbedding,FloorPlan230,SoapBottle,42,-1
RobocseEmbedding,FloorPlan230,Sofa,42,"[1, 1]"
RobocseEmbedding,FloorPlan230,Spatula,42,-1
RobocseEmbedding,FloorPlan230,Spoon,42,-1
RobocseEmbedding,FloorPlan230,SprayBottle,42,-1
RobocseEmbedding,FloorPlan230,Statue,42,"[14, 37]"
RobocseEmbedding,FloorPlan230,Stool,42,-1
RobocseEmbedding,FloorPlan230,StoveBurner,42,-1
RobocseEmbedding,FloorPlan230,StoveKnob,42,-1
RobocseEmbedding,FloorPlan230,TableTopDecor,42,-1
RobocseEmbedding,FloorPlan230,TeddyBear,42,-1
RobocseEmbedding,FloorPlan230,Television,42,"[5, 5]"
RobocseEmbedding,FloorPlan230,TennisRacket,42,-1
RobocseEmbedding,FloorPlan230,TissueBox,42,"[5, 6]"
RobocseEmbedding,FloorPlan230,Toaster,42,-1
RobocseEmbedding,FloorPlan230,Toilet,42,-1
RobocseEmbedding,FloorPlan230,ToiletPaper,42,-1
RobocseEmbedding,FloorPlan230,ToiletPaperHanger,42,-1
RobocseEmbedding,FloorPlan230,Tomato,42,-1
RobocseEmbedding,FloorPlan230,Towel,42,-1
RobocseEmbedding,FloorPlan230,TowelHolder,42,-1
RobocseEmbedding,FloorPlan230,TVStand,42,-1
RobocseEmbedding,FloorPlan230,Vase,42,-1
RobocseEmbedding,FloorPlan230,Watch,42,"[1, 2]"
RobocseEmbedding,FloorPlan230,WateringCan,42,-1
RobocseEmbedding,FloorPlan230,Window,42,"[11, 33]"
RobocseEmbedding,FloorPlan230,WineBottle,42,-1
FastTextEmbedding,FloorPlan201,AlarmClock,42,-1
FastTextEmbedding,FloorPlan201,Apple,42,-1
FastTextEmbedding,FloorPlan201,ArmChair,42,"[6, 12]"
FastTextEmbedding,FloorPlan201,BaseballBat,42,-1
FastTextEmbedding,FloorPlan201,BasketBall,42,-1
FastTextEmbedding,FloorPlan201,Bathtub,42,-1
FastTextEmbedding,FloorPlan201,BathtubBasin,42,-1
FastTextEmbedding,FloorPlan201,Bed,42,-1
FastTextEmbedding,FloorPlan201,Blinds,42,-1
FastTextEmbedding,FloorPlan201,Book,42,"[26, 74]"
FastTextEmbedding,FloorPlan201,Boots,42,-1
FastTextEmbedding,FloorPlan201,Bowl,42,"[13, 15]"
FastTextEmbedding,FloorPlan201,Box,42,"[13, 16]"
FastTextEmbedding,FloorPlan201,Bread,42,-1
FastTextEmbedding,FloorPlan201,ButterKnife,42,-1
FastTextEmbedding,FloorPlan201,Cabinet,42,-1
FastTextEmbedding,FloorPlan201,Candle,42,-1
FastTextEmbedding,FloorPlan201,Cart,42,-1
FastTextEmbedding,FloorPlan201,CD,42,-1
FastTextEmbedding,FloorPlan201,CellPhone,42,-1
FastTextEmbedding,FloorPlan201,Chair,42,"[13, 75]"
FastTextEmbedding,FloorPlan201,Cloth,42,-1
FastTextEmbedding,FloorPlan201,CoffeeMachine,42,-1
FastTextEmbedding,FloorPlan201,CoffeeTable,42,"[8, 8]"
FastTextEmbedding,FloorPlan201,CounterTop,42,-1
FastTextEmbedding,FloorPlan201,CreditCard,42,"[7, 11]"
FastTextEmbedding,FloorPlan201,Cup,42,-1
FastTextEmbedding,FloorPlan201,Curtains,42,"[13, 13]"
FastTextEmbedding,FloorPlan201,Desk,42,-1
FastTextEmbedding,FloorPlan201,DeskLamp,42,"[1, 1]"
FastTextEmbedding,FloorPlan201,DiningTable,42,"[18, 18]"
FastTextEmbedding,FloorPlan201,DishSponge,42,-1
FastTextEmbedding,FloorPlan201,Drawer,42,"[4, 5]"
FastTextEmbedding,FloorPlan201,Dresser,42,-1
FastTextEmbedding,FloorPlan201,Egg,42,-1
FastTextEmbedding,FloorPlan201,Faucet,42,-1
FastTextEmbedding,FloorPlan201,FloorLamp,42,"[18, 21]"
FastTextEmbedding,FloorPlan201,Footstool,42,-1
FastTextEmbedding,FloorPlan201,Fork,42,-1
FastTextEmbedding,FloorPlan201,Fridge,42,-1
FastTextEmbedding,FloorPlan201,GarbageCan,42,-3
FastTextEmbedding,FloorPlan201,HandTowel,42,-1
FastTextEmbedding,FloorPlan201,HandTowelHolder,42,-1
FastTextEmbedding,FloorPlan201,HousePlant,42,"[16, 38]"
FastTextEmbedding,FloorPlan201,Kettle,42,-1
FastTextEmbedding,FloorPlan201,KeyChain,42,"[7, 11]"
FastTextEmbedding,FloorPlan201,Knife,42,-1
FastTextEmbedding,FloorPlan201,Ladle,42,-1
FastTextEmbedding,FloorPlan201,Lamp,42,-1
FastTextEmbedding,FloorPlan201,Laptop,42,"[1, 1]"
FastTextEmbedding,FloorPlan201,LaundryHamper,42,-1
FastTextEmbedding,FloorPlan201,Lettuce,42,-1
FastTextEmbedding,FloorPlan201,LightSwitch,42,"[18, 45]"
FastTextEmbedding,FloorPlan201,Microwave,42,-1
FastTextEmbedding,FloorPlan201,Mirror,42,-1
FastTextEmbedding,FloorPlan201,Mug,42,-1
FastTextEmbedding,FloorPlan201,Newspaper,42,"[20, 24]"
FastTextEmbedding,FloorPlan201,Ottoman,42,-1
FastTextEmbedding,FloorPlan201,Painting,42,"[2, 2]"
FastTextEmbedding,FloorPlan201,Pan,42,-1
FastTextEmbedding,FloorPlan201,PaperTowel,42,-1
FastTextEmbedding,FloorPlan201,Pen,42,"[22, 26]"
FastTextEmbedding,FloorPlan201,Pencil,42,"[17, 21]"
FastTextEmbedding,FloorPlan201,PepperShaker,42,-1
FastTextEmbedding,FloorPlan201,Pillow,42,"[27, 31]"
FastTextEmbedding,FloorPlan201,Plate,42,-3
FastTextEmbedding,FloorPlan201,Plunger,42,-1
FastTextEmbedding,FloorPlan201,Poster,42,-1
FastTextEmbedding,FloorPlan201,Pot,42,-1
FastTextEmbedding,FloorPlan201,Potato,42,-1
FastTextEmbedding,FloorPlan201,RemoteControl,42,"[22, 54]"
FastTextEmbedding,FloorPlan201,RoomDecor,42,-1
FastTextEmbedding,FloorPlan201,Safe,42,-1
FastTextEmbedding,FloorPlan201,SaltShaker,42,-1
FastTextEmbedding,FloorPlan201,ScrubBrush,42,-1
FastTextEmbedding,FloorPlan201,Shelf,42,"[22, 57]"
FastTextEmbedding,FloorPlan201,ShowerCurtain,42,-1
FastTextEmbedding,FloorPlan201,ShowerDoor,42,-1
FastTextEmbedding,FloorPlan201,ShowerGlass,42,-1
FastTextEmbedding,FloorPlan201,ShowerHead,42,-1
FastTextEmbedding,FloorPlan201,SideTable,42,"[1, 1]"
FastTextEmbedding,FloorPlan201,Sink,42,-1
FastTextEmbedding,FloorPlan201,SinkBasin,42,-1
FastTextEmbedding,FloorPlan201,SoapBar,42,-1
FastTextEmbedding,FloorPlan201,SoapBottle,42,-1
FastTextEmbedding,FloorPlan201,Sofa,42,"[11, 11]"
FastTextEmbedding,FloorPlan201,Spatula,42,-1
FastTextEmbedding,FloorPlan201,Spoon,42,-1
FastTextEmbedding,FloorPlan201,SprayBottle,42,-1
FastTextEmbedding,FloorPlan201,Statue,42,-3
FastTextEmbedding,FloorPlan201,Stool,42,-1
FastTextEmbedding,FloorPlan201,StoveBurner,42,-1
FastTextEmbedding,FloorPlan201,StoveKnob,42,-1
FastTextEmbedding,FloorPlan201,TableTopDecor,42,-1
FastTextEmbedding,FloorPlan201,TeddyBear,42,-1
FastTextEmbedding,FloorPlan201,Television,42,"[18, 18]"
FastTextEmbedding,FloorPlan201,TennisRacket,42,-1
FastTextEmbedding,FloorPlan201,TissueBox,42,"[13, 60]"
FastTextEmbedding,FloorPlan201,Toaster,42,-1
FastTextEmbedding,FloorPlan201,Toilet,42,-1
FastTextEmbedding,FloorPlan201,ToiletPaper,42,-1
FastTextEmbedding,FloorPlan201,ToiletPaperHanger,42,-1
FastTextEmbedding,FloorPlan201,Tomato,42,-1
FastTextEmbedding,FloorPlan201,Towel,42,-1
FastTextEmbedding,FloorPlan201,TowelHolder,42,-1
FastTextEmbedding,FloorPlan201,TVStand,42,"[5, 5]"
FastTextEmbedding,FloorPlan201,Vase,42,"[9, 10]"
FastTextEmbedding,FloorPlan201,Watch,42,"[22, 77]"
FastTextEmbedding,FloorPlan201,WateringCan,42,-1
FastTextEmbedding,FloorPlan201,Window,42,"[7, 7]"
FastTextEmbedding,FloorPlan201,WineBottle,42,-1
FastTextEmbedding,FloorPlan202,AlarmClock,42,-1
FastTextEmbedding,FloorPlan202,Apple,42,-1
FastTextEmbedding,FloorPlan202,ArmChair,42,"[7, 7]"
FastTextEmbedding,FloorPlan202,BaseballBat,42,-1
FastTextEmbedding,FloorPlan202,BasketBall,42,-1
FastTextEmbedding,FloorPlan202,Bathtub,42,-1
FastTextEmbedding,FloorPlan202,BathtubBasin,42,-1
FastTextEmbedding,FloorPlan202,Bed,42,-1
FastTextEmbedding,FloorPlan202,Blinds,42,-1
FastTextEmbedding,FloorPlan202,Book,42,"[5, 9]"
FastTextEmbedding,FloorPlan202,Boots,42,-1
FastTextEmbedding,FloorPlan202,Bowl,42,-1
FastTextEmbedding,FloorPlan202,Box,42,"[17, 20]"
FastTextEmbedding,FloorPlan202,Bread,42,-1
FastTextEmbedding,FloorPlan202,ButterKnife,42,-1
FastTextEmbedding,FloorPlan202,Cabinet,42,-1
FastTextEmbedding,FloorPlan202,Candle,42,-1
FastTextEmbedding,FloorPlan202,Cart,42,-1
FastTextEmbedding,FloorPlan202,CD,42,-1
FastTextEmbedding,FloorPlan202,CellPhone,42,-1
FastTextEmbedding,FloorPlan202,Chair,42,-1
FastTextEmbedding,FloorPlan202,Cloth,42,-1
FastTextEmbedding,FloorPlan202,CoffeeMachine,42,-1
FastTextEmbedding,FloorPlan202,CoffeeTable,42,"[3, 3]"
FastTextEmbedding,FloorPlan202,CounterTop,42,-1
FastTextEmbedding,FloorPlan202,CreditCard,42,"[8, 10]"
FastTextEmbedding,FloorPlan202,Cup,42,-1
FastTextEmbedding,FloorPlan202,Curtains,42,"[8, 8]"
FastTextEmbedding,FloorPlan202,Desk,42,-1
FastTextEmbedding,FloorPlan202,DeskLamp,42,-1
FastTextEmbedding,FloorPlan202,DiningTable,42,-1
FastTextEmbedding,FloorPlan202,DishSponge,42,-1
FastTextEmbedding,FloorPlan202,Drawer,42,-1
FastTextEmbedding,FloorPlan202,Dresser,42,-1
FastTextEmbedding,FloorPlan202,Egg,42,-1
FastTextEmbedding,FloorPlan202,Faucet,42,-1
FastTextEmbedding,FloorPlan202,FloorLamp,42,"[12, 12]"
FastTextEmbedding,FloorPlan202,Footstool,42,-1
FastTextEmbedding,FloorPlan202,Fork,42,-1
FastTextEmbedding,FloorPlan202,Fridge,42,-1
FastTextEmbedding,FloorPlan202,GarbageCan,42,"[10, 14]"
FastTextEmbedding,FloorPlan202,HandTowel,42,-1
FastTextEmbedding,FloorPlan202,HandTowelHolder,42,-1
FastTextEmbedding,FloorPlan202,HousePlant,42,"[3, 3]"
FastTextEmbedding,FloorPlan202,Kettle,42,-1
FastTextEmbedding,FloorPlan202,KeyChain,42,"[12, 16]"
FastTextEmbedding,FloorPlan202,Knife,42,-1
FastTextEmbedding,FloorPlan202,Ladle,42,-1
FastTextEmbedding,FloorPlan202,Lamp,42,-1
FastTextEmbedding,FloorPlan202,Laptop,42,"[5, 6]"
FastTextEmbedding,FloorPlan202,LaundryHamper,42,-1
FastTextEmbedding,FloorPlan202,Lettuce,42,-1
FastTextEmbedding,FloorPlan202,LightSwitch,42,"[16, 32]"
FastTextEmbedding,FloorPlan202,Microwave,42,-1
FastTextEmbedding,FloorPlan202,Mirror,42,-1
FastTextEmbedding,FloorPlan202,Mug,42,-1
FastTextEmbedding,FloorPlan202,Newspaper,42,-1
FastTextEmbedding,FloorPlan202,Ottoman,42,-1
FastTextEmbedding,FloorPlan202,Painting,42,"[10, 10]"
FastTextEmbedding,FloorPlan202,Pan,42,-1
FastTextEmbedding,FloorPlan202,PaperTowel,42,-1
FastTextEmbedding,FloorPlan202,Pen,42,-1
FastTextEmbedding,FloorPlan202,Pencil,42,-1
FastTextEmbedding,FloorPlan202,PepperShaker,42,-1
FastTextEmbedding,FloorPlan202,Pillow,42,"[10, 14]"
FastTextEmbedding,FloorPlan202,Plate,42,-1
FastTextEmbedding,FloorPlan202,Plunger,42,-1
FastTextEmbedding,FloorPlan202,Poster,42,-1
FastTextEmbedding,FloorPlan202,Pot,42,-1
FastTextEmbedding,FloorPlan202,Potato,42,-1
FastTextEmbedding,FloorPlan202,RemoteControl,42,"[5, 7]"
FastTextEmbedding,FloorPlan202,RoomDecor,42,-1
FastTextEmbedding,FloorPlan202,Safe,42,-1
FastTextEmbedding,FloorPlan202,SaltShaker,42,-1
FastTextEmbedding,FloorPlan202,ScrubBrush,42,-1
FastTextEmbedding,FloorPlan202,Shelf,42,"[10, 9]"
FastTextEmbedding,FloorPlan202,ShowerCurtain,42,-1
FastTextEmbedding,FloorPlan202,ShowerDoor,42,-1
FastTextEmbedding,FloorPlan202,ShowerGlass,42,-1
FastTextEmbedding,FloorPlan202,ShowerHead,42,-1
FastTextEmbedding,FloorPlan202,SideTable,42,"[6, 6]"
FastTextEmbedding,FloorPlan202,Sink,42,-1
FastTextEmbedding,FloorPlan202,SinkBasin,42,-1
FastTextEmbedding,FloorPlan202,SoapBar,42,-1
FastTextEmbedding,FloorPlan202,SoapBottle,42,-1
FastTextEmbedding,FloorPlan202,Sofa,42,"[4, 4]"
FastTextEmbedding,FloorPlan202,Spatula,42,-1
FastTextEmbedding,FloorPlan202,Spoon,42,-1
FastTextEmbedding,FloorPlan202,SprayBottle,42,-1
FastTextEmbedding,FloorPlan202,Statue,42,"[6, 6]"
FastTextEmbedding,FloorPlan202,Stool,42,-1
FastTextEmbedding,FloorPlan202,StoveBurner,42,-1
FastTextEmbedding,FloorPlan202,StoveKnob,42,-1
FastTextEmbedding,FloorPlan202,TableTopDecor,42,-1
FastTextEmbedding,FloorPlan202,TeddyBear,42,-1
FastTextEmbedding,FloorPlan202,Television,42,"[10, 10]"
FastTextEmbedding,FloorPlan202,TennisRacket,42,-1
FastTextEmbedding,FloorPlan202,TissueBox,42,-1
FastTextEmbedding,FloorPlan202,Toaster,42,-1
FastTextEmbedding,FloorPlan202,Toilet,42,-1
FastTextEmbedding,FloorPlan202,ToiletPaper,42,-1
FastTextEmbedding,FloorPlan202,ToiletPaperHanger,42,-1
FastTextEmbedding,FloorPlan202,Tomato,42,-1
FastTextEmbedding,FloorPlan202,Towel,42,-1
FastTextEmbedding,FloorPlan202,TowelHolder,42,-1
FastTextEmbedding,FloorPlan202,TVStand,42,"[9, 9]"
FastTextEmbedding,FloorPlan202,Vase,42,-1
FastTextEmbedding,FloorPlan202,Watch,42,"[10, 19]"
FastTextEmbedding,FloorPlan202,WateringCan,42,-1
FastTextEmbedding,FloorPlan202,Window,42,"[15, 19]"
FastTextEmbedding,FloorPlan202,WineBottle,42,-1
FastTextEmbedding,FloorPlan203,AlarmClock,42,-1
FastTextEmbedding,FloorPlan203,Apple,42,-1
FastTextEmbedding,FloorPlan203,ArmChair,42,"[14, 14]"
FastTextEmbedding,FloorPlan203,BaseballBat,42,-1
FastTextEmbedding,FloorPlan203,BasketBall,42,-1
FastTextEmbedding,FloorPlan203,Bathtub,42,-1
FastTextEmbedding,FloorPlan203,BathtubBasin,42,-1
FastTextEmbedding,FloorPlan203,Bed,42,-1
FastTextEmbedding,FloorPlan203,Blinds,42,-1
FastTextEmbedding,FloorPlan203,Book,42,"[26, 29]"
FastTextEmbedding,FloorPlan203,Boots,42,"[5, 7]"
FastTextEmbedding,FloorPlan203,Bowl,42,"[6, 8]"
FastTextEmbedding,FloorPlan203,Box,42,-3
FastTextEmbedding,FloorPlan203,Bread,42,-1
FastTextEmbedding,FloorPlan203,ButterKnife,42,-1
FastTextEmbedding,FloorPlan203,Cabinet,42,-1
FastTextEmbedding,FloorPlan203,Candle,42,-1
FastTextEmbedding,FloorPlan203,Cart,42,-1
FastTextEmbedding,FloorPlan203,CD,42,-1
FastTextEmbedding,FloorPlan203,CellPhone,42,"[16, 20]"
FastTextEmbedding,FloorPlan203,Chair,42,"[4, 12]"
FastTextEmbedding,FloorPlan203,Cloth,42,-1
FastTextEmbedding,FloorPlan203,CoffeeMachine,42,-1
FastTextEmbedding,FloorPlan203,CoffeeTable,42,"[17, 17]"
FastTextEmbedding,FloorPlan203,CounterTop,42,-1
FastTextEmbedding,FloorPlan203,CreditCard,42,"[6, 7]"
FastTextEmbedding,FloorPlan203,Cup,42,-1
FastTextEmbedding,FloorPlan203,Curtains,42,-1
FastTextEmbedding,FloorPlan203,Desk,42,-1
FastTextEmbedding,FloorPlan203,DeskLamp,42,-1
FastTextEmbedding,FloorPlan203,DiningTable,42,"[7, 7]"
FastTextEmbedding,FloorPlan203,DishSponge,42,-1
FastTextEmbedding,FloorPlan203,Drawer,42,"[8, 10]"
FastTextEmbedding,FloorPlan203,Dresser,42,-1
FastTextEmbedding,FloorPlan203,Egg,42,-1
FastTextEmbedding,FloorPlan203,Faucet,42,-1
FastTextEmbedding,FloorPlan203,FloorLamp,42,"[30, 64]"
FastTextEmbedding,FloorPlan203,Footstool,42,-1
FastTextEmbedding,FloorPlan203,Fork,42,-1
FastTextEmbedding,FloorPlan203,Fridge,42,-1
FastTextEmbedding,FloorPlan203,GarbageCan,42,"[21, 212]"
FastTextEmbedding,FloorPlan203,HandTowel,42,-1
FastTextEmbedding,FloorPlan203,HandTowelHolder,42,-1
FastTextEmbedding,FloorPlan203,HousePlant,42,"[18, 36]"
FastTextEmbedding,FloorPlan203,Kettle,42,-1
FastTextEmbedding,FloorPlan203,KeyChain,42,"[22, 35]"
FastTextEmbedding,FloorPlan203,Knife,42,-1
FastTextEmbedding,FloorPlan203,Ladle,42,-1
FastTextEmbedding,FloorPlan203,Lamp,42,-1
FastTextEmbedding,FloorPlan203,Laptop,42,"[4, 4]"
FastTextEmbedding,FloorPlan203,LaundryHamper,42,-1
FastTextEmbedding,FloorPlan203,Lettuce,42,-1
FastTextEmbedding,FloorPlan203,LightSwitch,42,-3
FastTextEmbedding,FloorPlan203,Microwave,42,-1
FastTextEmbedding,FloorPlan203,Mirror,42,-1
FastTextEmbedding,FloorPlan203,Mug,42,-1
FastTextEmbedding,FloorPlan203,Newspaper,42,"[8, 11]"
FastTextEmbedding,FloorPlan203,Ottoman,42,"[7, 7]"
FastTextEmbedding,FloorPlan203,Painting,42,"[6, 6]"
FastTextEmbedding,FloorPlan203,Pan,42,-1
FastTextEmbedding,FloorPlan203,PaperTowel,42,-1
FastTextEmbedding,FloorPlan203,Pen,42,-1
FastTextEmbedding,FloorPlan203,Pencil,42,"[29, 95]"
FastTextEmbedding,FloorPlan203,PepperShaker,42,-1
FastTextEmbedding,FloorPlan203,Pillow,42,-3
FastTextEmbedding,FloorPlan203,Plate,42,-3
FastTextEmbedding,FloorPlan203,Plunger,42,-1
FastTextEmbedding,FloorPlan203,Poster,42,-1
FastTextEmbedding,FloorPlan203,Pot,42,-1
FastTextEmbedding,FloorPlan203,Potato,42,-1
FastTextEmbedding,FloorPlan203,RemoteControl,42,"[14, 17]"
FastTextEmbedding,FloorPlan203,RoomDecor,42,-1
FastTextEmbedding,FloorPlan203,Safe,42,-1
FastTextEmbedding,FloorPlan203,SaltShaker,42,-1
FastTextEmbedding,FloorPlan203,ScrubBrush,42,-1
FastTextEmbedding,FloorPlan203,Shelf,42,-1
FastTextEmbedding,FloorPlan203,ShowerCurtain,42,-1
FastTextEmbedding,FloorPlan203,ShowerDoor,42,-1
FastTextEmbedding,FloorPlan203,ShowerGlass,42,-1
FastTextEmbedding,FloorPlan203,ShowerHead,42,-1
FastTextEmbedding,FloorPlan203,SideTable,42,"[3, 3]"
FastTextEmbedding,FloorPlan203,Sink,42,-1
FastTextEmbedding,FloorPlan203,SinkBasin,42,-1
FastTextEmbedding,FloorPlan203,SoapBar,42,-1
FastTextEmbedding,FloorPlan203,SoapBottle,42,-1
FastTextEmbedding,FloorPlan203,Sofa,42,"[15, 15]"
FastTextEmbedding,FloorPlan203,Spatula,42,-1
FastTextEmbedding,FloorPlan203,Spoon,42,-1
FastTextEmbedding,FloorPlan203,SprayBottle,42,-1
FastTextEmbedding,FloorPlan203,Statue,42,-1
FastTextEmbedding,FloorPlan203,Stool,42,-1
FastTextEmbedding,FloorPlan203,StoveBurner,42,-1
FastTextEmbedding,FloorPlan203,StoveKnob,42,-1
FastTextEmbedding,FloorPlan203,TableTopDecor,42,-1
FastTextEmbedding,FloorPlan203,TeddyBear,42,-1
FastTextEmbedding,FloorPlan203,Television,42,"[9, 9]"
FastTextEmbedding,FloorPlan203,TennisRacket,42,-1
